"","ProbeName","geneSymbol","LocusLinkID","moduleColor","GS.Treatment","p.GS.Treatment","MM.turquoise","p.MM.turquoise","MM.blue","p.MM.blue","MM.brown","p.MM.brown"
"CUST_4871_PI428634872","CUST_4871_PI428634872","S_5sp_contig41882","AT1G30480","brown",0.498358819734634,0.0352933070774357,0.746304015747094,0.000375023804388364,-0.255515878669944,0.306141403035331,-0.735155791606489,0.000508916883037424
"CUST_16824_PI428634872","CUST_16824_PI428634872","S_mar_contig06600","AT1G17880","brown",-0.494805265747934,0.0368318108958355,-0.691420160886664,0.00148196345658748,0.190521720969622,0.448892496541437,0.837499111833388,1.44875834322367e-05
"CUST_15578_PI428634872","CUST_15578_PI428634872","S_alt_contig13565","AT3G43190","brown",-0.494373537178591,0.0370221785989803,-0.654162306384576,0.00322778985077554,0.132990218653823,0.598839847683621,0.849588564559019,8.12537291197299e-06
"CUST_15148_PI428634872","CUST_15148_PI428634872","S_alt_contig12716","AT1G14830","brown",-0.492495116805301,0.0378592605444387,-0.637427301958369,0.00443332789720266,0.198739797101327,0.429187312371613,0.855841406007449,5.9062084148916e-06
"CUST_14377_PI428634872","CUST_14377_PI428634872","S_alt_contig11421","AT3G61790","brown",-0.4917605161842,0.0381905392924925,-0.495910759294971,0.0363477768044541,0.276668662569449,0.26639265872268,0.679292313683054,0.0019320067899611
"CUST_8032_PI428634872","CUST_8032_PI428634872","S_alt_contig01170","AT1G56720","brown",-0.484437356030631,0.0416157799921031,-0.660055028473357,0.00287361908312744,0.175576479207122,0.485881993857902,0.836778656587633,1.49734905794345e-05
"CUST_8152_PI428634872","CUST_8152_PI428634872","S_alt_contig01335_RC","AT5G43310","brown",-0.481883105988557,0.0428640131094126,-0.615958837779991,0.00649357478567412,0.163585590016955,0.516596168285245,0.835686125915469,1.57369199326296e-05
"CUST_16255_PI428634872","CUST_16255_PI428634872","S_alt_contig15635_RC","AT2G43970","brown",0.479037908364772,0.0442878023980396,0.446138461851819,0.0634834017064246,-0.247597648814833,0.321885198174928,-0.434975360188273,0.0712294792067609
"CUST_11306_PI428634872","CUST_11306_PI428634872","S_alt_contig06098","AT5G57110","brown",-0.47778519630224,0.0449259694214124,-0.479185897637328,0.0442128704349848,0.187562655331644,0.45609926551237,0.711239038766959,0.000934649516664444
"CUST_1305_PI428634872","CUST_1305_PI428634872","S_5sp_contig24112_RC","AT1G64990","brown",-0.477079114423274,0.0452887346789685,-0.604867905776668,0.00782795844067324,0.27687129963082,0.266028189191925,0.766529322972474,0.000206883577116522
"CUST_13396_PI428634872","CUST_13396_PI428634872","S_alt_contig09812","AT5G18750","brown",-0.476021226645661,0.0458364085482613,-0.747160030912808,0.000366104069886992,0.264457043574781,0.288928715479128,0.761011063604044,0.000244706060038299
"CUST_10834_PI428634872","CUST_10834_PI428634872","S_alt_contig05122_RC","AT4G17570","brown",0.471802251915898,0.0480707551415073,0.563521619674708,0.0148742373359672,-0.327194391270764,0.185057444119596,-0.632728430290842,0.00483093063036544
"CUST_9561_PI428634872","CUST_9561_PI428634872","S_alt_contig03173","AT4G21860","brown",0.470381955953079,0.0488411944774686,0.703454314096163,0.0011249879312822,-0.275166690977754,0.269103814722979,-0.803476352033753,5.91395255416417e-05
"CUST_15222_PI428634872","CUST_15222_PI428634872","S_alt_contig12824","AT2G35795","brown",0.470095126266421,0.0489979128454072,0.636040958474479,0.00454775119760485,-0.249090363039392,0.318881412229872,-0.750396395715882,0.000333974363638029
"CUST_8603_PI428634872","CUST_8603_PI428634872","S_alt_contig01929_RC","AT1G54460","brown",-0.46418985226671,0.0523097494887963,-0.595018361867119,0.00919078095209418,0.187415409422684,0.456459407458603,0.837918765858575,1.42108170350119e-05
"CUST_7986_PI428634872","CUST_7986_PI428634872","S_alt_contig01117_RC","AT1G16860","brown",-0.46148477118383,0.0538819839779777,-0.52064646686999,0.0267402511345347,0.270519064229365,0.277600920975964,0.790510668087634,9.43544346125192e-05
"CUST_8218_PI428634872","CUST_8218_PI428634872","S_alt_contig01420","AT4G14960","brown",-0.455025324134039,0.0577799834271176,-0.673761061125317,0.00217184314259776,0.157861018122657,0.531572066517343,0.795507726401439,7.91139979829364e-05
"CUST_1361_PI428634872","CUST_1361_PI428634872","S_5sp_contig24826","AT3G19000","brown",0.453590750246272,0.0586736399814248,0.793198399793019,8.58746166777863e-05,-0.256447260866981,0.304320380936827,-0.760225899047392,0.00025053347760722
"CUST_4134_PI428634872","CUST_4134_PI428634872","S_5sp_contig40438_RC","AT2G35610","brown",0.452941086412729,0.0590817302364776,0.59548565703459,0.00912208860135225,-0.235129838392331,0.347620340378101,-0.672130501156495,0.00224705351218931
"CUST_5071_PI428634872","CUST_5071_PI428634872","S_5sp_contig42311","AT5G51700","brown",-0.448070313483428,0.062209324471667,-0.498220707880138,0.0353521631115834,0.230735966620635,0.356963073548768,0.475382301938784,0.046169610522817
"CUST_4763_PI428634872","CUST_4763_PI428634872","S_5sp_contig41668","AT2G44850","brown",0.443854558817752,0.0650146198962429,0.479113399044749,0.0442495668562987,-0.203982622045155,0.416857728584204,-0.571988536610734,0.0131279051070118
"CUST_12028_PI428634872","CUST_12028_PI428634872","S_alt_contig07426","AT5G06460","brown",-0.441773671218681,0.0664334920620965,-0.581875634987469,0.0112996614160483,0.204562638037159,0.415505399738858,0.675843817963559,0.0020788070547299
"CUST_16099_PI428634872","CUST_16099_PI428634872","S_alt_contig15160","AT1G08320","brown",0.435415986590438,0.0709110938067779,0.512904545329112,0.0295048297781355,-0.25153933499039,0.313989370261355,-0.689186353150609,0.00155757658671372
"CUST_482_PI428634872","CUST_482_PI428634872","S_5sp_contig14149","AT4G32551","brown",-0.43333545052135,0.072423725013462,-0.645871031655475,0.00378603417672192,0.195508006212962,0.436881696280866,0.651654224675281,0.00338901523872518
"CUST_16010_PI428634872","CUST_16010_PI428634872","S_alt_contig14830","AT3G16780","brown",-0.432038667096919,0.0733785091046561,-0.546801196356058,0.0188622455946491,0.0810941404441123,0.74905888650367,0.786209190646743,0.000109401009469683
"CUST_1350_PI428634872","CUST_1350_PI428634872","S_5sp_contig24695","AT4G26500","brown",-0.431679852369433,0.0736443261252629,-0.551028574481026,0.0177825058388956,0.26171021342308,0.294152705771461,0.560419555866206,0.0155583354153871
"CUST_2827_PI428634872","CUST_2827_PI428634872","S_5sp_contig33741","AT3G45100","brown",-0.43090482497021,0.0742209039818661,-0.593946203246572,0.00934996035275171,0.253061401692164,0.310971490770695,0.783671284653757,0.000119197073989556
"CUST_15140_PI428634872","CUST_15140_PI428634872","S_alt_contig12701","AT4G25890","brown",-0.429781309881431,0.075062635138604,-0.294079437423821,0.236207031340565,0.38117015989678,0.11860152889065,0.537801083341481,0.0213329789424577
"CUST_8602_PI428634872","CUST_8602_PI428634872","S_alt_contig01926","AT4G14350","brown",-0.429462334048939,0.0753028859840816,-0.606720024494858,0.00759093722146931,0.205237591258387,0.413934670341504,0.760569844717985,0.000247966511789251
"CUST_8696_PI428634872","CUST_8696_PI428634872","S_alt_contig02059","AT1G24764","brown",-0.428854549007439,0.0757622326160518,-0.586168376150421,0.0105721979360842,0.130256626702863,0.606439976765318,0.817606618437594,3.41441791161087e-05
"CUST_13011_PI428634872","CUST_13011_PI428634872","S_alt_contig09196","AT1G17500","brown",-0.427196533210068,0.0770257958599809,-0.289881065624819,0.243276858562803,0.21603519060703,0.389242009223522,0.563927812923641,0.0147864568555756
"CUST_13495_PI428634872","CUST_13495_PI428634872","S_alt_contig09962_RC","AT1G13980","brown",-0.425256397506686,0.0785239471432984,-0.526056989701142,0.0249310729756305,0.127093837551097,0.615281562496762,0.749678825842446,0.000340885372441862
"CUST_7067_PI428634872","CUST_7067_PI428634872","S_5sp_contig50169","AT5G45890","brown",0.421011539434326,0.0818761942444127,0.603776053375204,0.00797045998122995,-0.232331919785786,0.353553217439855,-0.707799376552499,0.00101513945943451
"CUST_4990_PI428634872","CUST_4990_PI428634872","S_5sp_contig42126","AT1G14710","brown",0.418019906443028,0.0843008265710986,0.604092041604716,0.00792900584637101,-0.0736066773446419,0.771616671814654,-0.798834472850637,7.01721695246832e-05
"CUST_7903_PI428634872","CUST_7903_PI428634872","S_alt_contig01000_RC","AT1G64230","brown",0.407810342134231,0.0929702707091191,0.59036617002202,0.00989759370450206,-0.109658143390946,0.664905561878176,-0.793655303939802,8.44994693827522e-05
"CUST_13765_PI428634872","CUST_13765_PI428634872","S_alt_contig10411","AT5G05170","brown",-0.398019362724055,0.101873677866848,-0.567295982438015,0.0140743151654195,0.113720721347607,0.653214475852553,0.790974069318523,9.28437303930664e-05
"CUST_1317_PI428634872","CUST_1317_PI428634872","S_5sp_contig24375","AT2G04940","brown",-0.395790019692066,0.103983600058793,-0.625522601622364,0.00549669781279259,0.154726670260757,0.539854920941129,0.64001106667664,0.00422634312379851
"CUST_1855_PI428634872","CUST_1855_PI428634872","S_5sp_contig28946","AT5G01460","brown",-0.39352066492475,0.106163367345165,-0.621954920454142,0.0058528857129911,0.174788507141345,0.487872537041919,0.720066022384742,0.000752070486054259
"CUST_7017_PI428634872","CUST_7017_PI428634872","S_5sp_contig49627","AT5G23860","brown",-0.393323477738408,0.106354300929951,-0.615786453503626,0.00651280095996199,0.169921697220333,0.500254275074196,0.766864999147912,0.000204751930662192
"CUST_3007_PI428634872","CUST_3007_PI428634872","S_5sp_contig34764","AT2G34250","brown",-0.391984025432368,0.107657776924856,-0.463274671784925,0.0528377437183697,0.20400689722505,0.416801083174739,0.57037123151904,0.0134481798597956
"CUST_6461_PI428634872","CUST_6461_PI428634872","S_5sp_contig46504","AT3G18080","brown",-0.386908677394758,0.112700353866803,-0.650866705856543,0.00344097881662553,0.118610139176496,0.63924540624319,0.768015085432728,0.00019758852355337
"CUST_9064_PI428634872","CUST_9064_PI428634872","S_alt_contig02542","AT1G64260","brown",0.377280719142198,0.122723400845013,0.510557063012028,0.0303853992214635,-0.0893515225009385,0.724405034897313,-0.62820813368181,0.00524037366171736
"CUST_8189_PI428634872","CUST_8189_PI428634872","S_alt_contig01384_RC","AT1G36180","brown",-0.34727212906607,0.157957357372152,-0.430411661556076,0.0745895182577379,0.005793613433031,0.981797371739118,0.565328177396511,0.014486979338317
"CUST_13112_PI428634872","CUST_13112_PI428634872","S_alt_contig09346","AT3G01280","brown",-0.330953701153144,0.179762090732744,-0.438835779434527,0.0684757081349179,0.00865392664924104,0.972813335873224,0.696077516209183,0.00133406875910598
"CUST_13466_PI428634872","CUST_13466_PI428634872","S_alt_contig09924","AT5G46340","brown",-0.306257352748424,0.216448647576171,-0.445309997902534,0.0640356979872428,0.028206828089537,0.911535911464658,0.685793188026665,0.00167852919860244
"CUST_10822_PI428634872","CUST_10822_PI428634872","S_alt_contig05094_RC","AT3G20720","brown",-0.301478853514136,0.22406922518737,-0.477616527319997,0.0450124253337343,-0.022549781925814,0.929230548728619,0.698049935459727,0.00127524081517922
"CUST_2973_PI428634872","CUST_2973_PI428634872","S_5sp_contig34590","AT3G53810","brown",0.291615337825048,0.24034036014422,0.668564788445357,0.00241902551351489,-0.287689170844794,0.247020617351789,-0.642767215531795,0.00401431651761323
"CUST_1790_PI428634872","CUST_1790_PI428634872","S_5sp_contig28612","AT2G01980","brown",0.185528784445102,0.461086556892739,0.380617027623551,0.119181660168228,-0.0639547780979204,0.800952138711401,-0.462398437660581,0.0533470219447011
"CUST_7099_PI428634872","CUST_7099_PI428634872","S_5sp_contig50458","AT3G62160","turquoise",-0.96022920792249,2.77762212628165e-10,-0.897964139412325,4.27103643880092e-07,0.8504159578951,7.79595415928616e-06,0.880467013854306,1.43103742626535e-06
"CUST_360_PI428634872","CUST_360_PI428634872","S_5sp_contig12107_RC","AT3G13290","turquoise",0.943849743121615,4.16292201903640e-09,0.9201930100381,6.42735952731114e-08,-0.813366170135849,4.04550661757746e-05,-0.887013333532666,9.31648882980916e-07
"CUST_14294_PI428634872","CUST_14294_PI428634872","S_alt_contig11285","AT5G38630","turquoise",-0.942600858609599,4.94424349344342e-09,-0.805388121638695,5.50452771910474e-05,0.913674264222727,1.17953221112329e-07,0.756541114571371,0.00027946926801726
"CUST_15314_PI428634872","CUST_15314_PI428634872","S_alt_contig12997","AT5G09690","turquoise",-0.942532509045289,4.99045330055126e-09,-0.908634465372231,1.82717614006978e-07,0.851180259492604,7.5018959450671e-06,0.83190178560412,1.86443151166278e-05
"CUST_2081_PI428634872","CUST_2081_PI428634872","S_5sp_contig30144","AT3G48190","turquoise",0.934236159931638,1.42941911843591e-08,0.745544511436118,0.000383090090567523,-0.862207645508311,4.20253853293072e-06,-0.676713474672372,0.00204094601016552
"CUST_9974_PI428634872","CUST_9974_PI428634872","S_alt_contig03704","AT2G01490","turquoise",0.934089315007903,1.45447066032944e-08,0.852678258094691,6.95305149055159e-06,-0.738228079655193,0.000468546914846896,-0.923185196647725,4.78014718795793e-08
"CUST_9317_PI428634872","CUST_9317_PI428634872","S_alt_contig02858","AT3G17020","turquoise",0.932038962630762,1.84624765525075e-08,0.894275631609129,5.60669291116501e-07,-0.803132443784759,5.99028493213549e-05,-0.910634846363596,1.5405414662161e-07
"CUST_5060_PI428634872","CUST_5060_PI428634872","S_5sp_contig42294",NA,"turquoise",0.930129192112051,2.29044977475888e-08,0.913599005963171,1.18749557404568e-07,-0.82522252284975,2.49014102921347e-05,-0.852327363596699,7.07842247174489e-06
"CUST_1536_PI428634872","CUST_1536_PI428634872","S_5sp_contig26246",NA,"turquoise",0.928684143883055,2.68554771309931e-08,0.815530589634667,3.71199925566352e-05,-0.843916043633056,1.07222963794474e-05,-0.773154689956111,0.000168104130516976
"CUST_1783_PI428634872","CUST_1783_PI428634872","S_5sp_contig28544_RC","AT1G72550","turquoise",0.92773532985838,2.9759899719393e-08,0.966876945958659,6.56629817778824e-11,-0.788490276303015,0.000101187043476127,-0.872853597970959,2.28743775606666e-06
"CUST_8688_PI428634872","CUST_8688_PI428634872","S_alt_contig02049_RC","AT1G18270","turquoise",0.925330272134204,3.83733284340141e-08,0.813781932139115,3.97953488395561e-05,-0.871654167679396,2.4561852743681e-06,-0.805623706040508,5.45578573655535e-05
"CUST_2333_PI428634872","CUST_2333_PI428634872","S_5sp_contig31476","AT2G01490","turquoise",0.924301426578559,4.26717274216564e-08,0.949155691731412,1.91360743014597e-09,-0.76968272584871,0.00018757801779774,-0.922091299718726,5.33387971541271e-08
"CUST_14097_PI428634872","CUST_14097_PI428634872","S_alt_contig10956","AT1G67280","turquoise",0.923522021244419,4.62001019671886e-08,0.868971165889183,2.87285902629645e-06,-0.8776191913847,1.71162137625545e-06,-0.854063635147261,6.47648993758808e-06
"CUST_8096_PI428634872","CUST_8096_PI428634872","S_alt_contig01258_RC","AT4G19645","turquoise",0.922149102876575,5.30328770010632e-08,0.966253619165003,7.6074888506487e-11,-0.785351785979597,0.000112631162323535,-0.877423987754531,1.7324768231449e-06
"CUST_76_PI428634872","CUST_76_PI428634872","S_5sp_contig04583","AT5G48790","turquoise",-0.921400103532359,5.71171501514049e-08,-0.906710827666448,2.14521113998255e-07,0.803256725169313,5.9626038932345e-05,0.832947654982972,1.77983114488882e-05
"CUST_9878_PI428634872","CUST_9878_PI428634872","S_alt_contig03585_RC","AT1G08460","turquoise",0.920727032576393,6.10171455370816e-08,0.899292382092097,3.86261504173821e-07,-0.845703137881707,9.8368490204131e-06,-0.856223393005782,5.78946730161624e-06
"CUST_6784_PI428634872","CUST_6784_PI428634872","S_5sp_contig48151","AT1G15690","turquoise",-0.919856045961371,6.64049686044256e-08,-0.846751546476962,9.34715142246407e-06,0.788600283620693,0.000100804516921146,0.856759344942679,5.62901354560155e-06
"CUST_5744_PI428634872","CUST_5744_PI428634872","S_5sp_contig43861","AT2G28550","turquoise",-0.91969194272292,6.74649434158229e-08,-0.941478226292703,5.75231671894773e-09,0.767867457290543,0.000198496026767312,0.826165107556774,2.39225027946784e-05
"CUST_3031_PI428634872","CUST_3031_PI428634872","S_5sp_contig34863","AT3G24730","turquoise",0.919295926302131,7.00834630837431e-08,0.952286524889866,1.16241153973493e-09,-0.79765373874063,7.32419999689229e-05,-0.903630115759729,2.75435829131511e-07
"CUST_10575_PI428634872","CUST_10575_PI428634872","S_alt_contig04561","AT2G39050","turquoise",0.918446755998125,7.59967597088571e-08,0.878130243407154,1.65804165721164e-06,-0.832644342267215,1.80402119492699e-05,-0.836245119397868,1.53422551850187e-05
"CUST_6285_PI428634872","CUST_6285_PI428634872","S_5sp_contig45687","AT3G20910","turquoise",0.918281208610801,7.71985633397367e-08,0.879873720945441,1.48597047620915e-06,-0.825523057343104,2.45856488435154e-05,-0.818451379800082,3.29928849888782e-05
"CUST_1674_PI428634872","CUST_1674_PI428634872","S_5sp_contig27822",NA,"turquoise",0.917904380150485,7.99957334053107e-08,0.939877918327214,7.10164424927128e-09,-0.754020801440532,0.000300840516286172,-0.876813542489449,1.79911491123962e-06
"CUST_9917_PI428634872","CUST_9917_PI428634872","S_alt_contig03639","AT5G16550","turquoise",0.917040504748707,8.67416603340442e-08,0.934458588761702,1.39218649016351e-08,-0.846484795709267,9.4697211619669e-06,-0.845938554790829,9.72501752857779e-06
"CUST_10662_PI428634872","CUST_10662_PI428634872","S_alt_contig04743_RC","AT1G79270","turquoise",-0.915604864743828,9.90443512448393e-08,-0.961648313496702,2.08633289741743e-10,0.850772040169363,7.65774818301204e-06,0.840627751975528,1.25306995553396e-05
"CUST_16526_PI428634872","CUST_16526_PI428634872","S_alt_contig16970","AT4G39090","turquoise",0.915597384878602,9.91122097942193e-08,0.858289674380947,5.19169386237486e-06,-0.896704096021205,4.69243609260332e-07,-0.832945511699978,1.78000110003339e-05
"CUST_12757_PI428634872","CUST_12757_PI428634872","S_alt_contig08738_RC","AT2G48120","turquoise",0.915227963671969,1.02514152638515e-07,0.899408118611051,3.82868267129827e-07,-0.905016270290306,2.46395417525747e-07,-0.830369892992098,1.99453917539711e-05
"CUST_12659_PI428634872","CUST_12659_PI428634872","S_alt_contig08574","AT4G39090","turquoise",0.914025689304369,1.14295540938951e-07,0.860459490406677,4.62178351417334e-06,-0.890178215949991,7.49933471203546e-07,-0.840769330466099,1.24477845168061e-05
"CUST_16284_PI428634872","CUST_16284_PI428634872","S_alt_contig15731","AT3G20500","turquoise",-0.911039628094927,1.48753803496862e-07,-0.717105653905742,0.000809646134377289,0.835435785733836,1.59164622614782e-05,0.683660428466408,0.0017584568437897
"CUST_10399_PI428634872","CUST_10399_PI428634872","S_alt_contig04282","AT5G03080","turquoise",0.906161302156381,2.24441870795289e-07,0.807573919482857,5.06619771334103e-05,-0.77134982889626,0.000178002277325708,-0.783498135983273,0.000119891634173132
"CUST_2739_PI428634872","CUST_2739_PI428634872","S_5sp_contig33295_RC","AT2G47590","turquoise",0.905878239688088,2.2970512456239e-07,0.906975630790556,2.09877532614943e-07,-0.82438611570369,2.5798483323576e-05,-0.874397376224906,2.08499811752535e-06
"CUST_2939_PI428634872","CUST_2939_PI428634872","S_5sp_contig34329","AT5G04710","turquoise",0.905601952721455,2.34944981562363e-07,0.898578119921641,4.07783305097536e-07,-0.85903169561519,4.99037060523858e-06,-0.819120830406,3.21041811421342e-05
"CUST_5179_PI428634872","CUST_5179_PI428634872","S_5sp_contig42522_RC","AT1G02380","turquoise",0.905538513650394,2.36162604608506e-07,0.955740318211575,6.44249467648226e-10,-0.791221631827,9.20451110707392e-05,-0.856624974616306,5.6688785212701e-06
"CUST_982_PI428634872","CUST_982_PI428634872","S_5sp_contig21038","AT1G50600","turquoise",-0.905345371679235,2.39903347876405e-07,-0.82918694495829,2.10024652093372e-05,0.863502094026927,3.91355326042621e-06,0.827201966361321,2.28838232758188e-05
"CUST_8804_PI428634872","CUST_8804_PI428634872","S_alt_contig02200_RC","AT4G17170","turquoise",-0.905005177421477,2.46616862845828e-07,-0.69016524326277,0.00152405764245866,0.836883413555889,1.49019834834251e-05,0.752189535174188,0.000317217683279415
"CUST_13343_PI428634872","CUST_13343_PI428634872","S_alt_contig09736","AT2G33860","turquoise",0.904504036771385,2.56802259377278e-07,0.902444725110623,3.02571520414596e-07,-0.726989387074228,0.000630637858092714,-0.874147439545162,2.11668607975172e-06
"CUST_13579_PI428634872","CUST_13579_PI428634872","S_alt_contig10118_RC","AT3G42170","turquoise",0.903678020812752,2.74384956755672e-07,0.821480710923771,2.91322664804169e-05,-0.879359055917964,1.53508515042398e-06,-0.791526713333397,9.10689615385914e-05
"CUST_13091_PI428634872","CUST_13091_PI428634872","S_alt_contig09319_RC","AT5G27470","turquoise",0.903415987392493,2.80175716327062e-07,0.970641503643598,2.53104920333126e-11,-0.821734603533813,2.88269943012661e-05,-0.84825855503426,8.67991091047035e-06
"CUST_9411_PI428634872","CUST_9411_PI428634872","S_alt_contig02979","AT1G59900","turquoise",-0.902401320960614,3.03607452186336e-07,-0.928982144289583,2.59955637048733e-08,0.786469593820379,0.00010843565959321,0.838174338198283,1.40444907446586e-05
"CUST_11638_PI428634872","CUST_11638_PI428634872","S_alt_contig06703","AT5G05580","turquoise",-0.902237830501421,3.07537067089418e-07,-0.81141360092006,4.36794260095821e-05,0.888998762888833,8.13707750518453e-07,0.766936899134694,0.000204297762773192
"CUST_16525_PI428634872","CUST_16525_PI428634872","S_alt_contig16969","AT4G39090","turquoise",0.902145988756333,3.09763774154504e-07,0.888965564391188,8.15568472132192e-07,-0.868243393159227,2.99584607262882e-06,-0.86023440244397,4.6782880331991e-06
"CUST_14559_PI428634872","CUST_14559_PI428634872","S_alt_contig11729","AT2G24100","turquoise",-0.901135666153055,3.35194157427404e-07,-0.798538826659944,7.09303781693749e-05,0.854919272806696,6.19638324733257e-06,0.752524752391394,0.000314164978048835
"CUST_14895_PI428634872","CUST_14895_PI428634872","S_alt_contig12292","AT1G27400","turquoise",0.900778336624838,3.44610207071337e-07,0.843908000923596,1.07264305513377e-05,-0.787604407254054,0.000104312569254586,-0.730014685761527,0.000582983319569082
"CUST_16053_PI428634872","CUST_16053_PI428634872","S_alt_contig15007","AT3G02090","turquoise",-0.900098228693244,3.6316476923596e-07,-0.844275194870348,1.05390685168557e-05,0.837002745768374,1.48208834260869e-05,0.800452029830785,6.61445517222665e-05
"CUST_5568_PI428634872","CUST_5568_PI428634872","S_5sp_contig43406","AT5G10050","turquoise",0.899386440242107,3.83501880002981e-07,0.845741405459907,9.81859591623574e-06,-0.891380675128095,6.89401378040915e-07,-0.793923652205582,8.37005657305678e-05
"CUST_5396_PI428634872","CUST_5396_PI428634872","S_5sp_contig42978","AT3G21240","turquoise",-0.898093778786015,4.2295969480857e-07,-0.915841538311063,9.691788122904e-08,0.754462058945573,0.00029700257220013,0.932371615456292,1.77706930538835e-08
"CUST_13516_PI428634872","CUST_13516_PI428634872","S_alt_contig09999_RC","AT1G10630","turquoise",-0.897337001503104,4.47649222721833e-07,-0.881590021153343,1.33183393843992e-06,0.763232330716423,0.000228835176787662,0.919979803948936,6.5615164570875e-08
"CUST_11759_PI428634872","CUST_11759_PI428634872","S_alt_contig06931","AT1G77590","turquoise",0.896040005191792,4.92863427904702e-07,0.883334783583679,1.18946329314397e-06,-0.785288292522163,0.000112873544528999,-0.891590571634987,6.79279559336802e-07
"CUST_3497_PI428634872","CUST_3497_PI428634872","S_5sp_contig38931_RC","AT3G53390","turquoise",0.891084207903517,7.03919492530919e-07,0.728228916969854,0.000610733324838458,-0.841285653684845,1.21493680303934e-05,-0.663283059543938,0.00269356650509242
"CUST_7106_PI428634872","CUST_7106_PI428634872","S_5sp_contig50559",NA,"turquoise",-0.890878464202124,7.14149222817013e-07,-0.805178030728466,5.54830709930344e-05,0.865198011171293,3.56089659370384e-06,0.820714538747975,3.00702629294695e-05
"CUST_11580_PI428634872","CUST_11580_PI428634872","S_alt_contig06595","AT5G19400","turquoise",-0.889565035773086,7.82528237295884e-07,-0.895961196589569,4.9573340023892e-07,0.81209008996654,4.25384067174101e-05,0.757016368156916,0.000275586189126331
"CUST_6216_PI428634872","CUST_6216_PI428634872","S_5sp_contig45436","AT4G29480","turquoise",-0.88929871291816,7.97061367165966e-07,-0.93275887828638,1.69937789072992e-08,0.807968141250754,4.99039278110033e-05,0.866359228258982,3.33549741156691e-06
"CUST_13496_PI428634872","CUST_13496_PI428634872","S_alt_contig09964","AT5G12840","turquoise",0.889293974011491,7.97322061207354e-07,0.869178332856544,2.83865389209418e-06,-0.880746645633135,1.40575893527754e-06,-0.820903660355533,2.9836366830341e-05
"CUST_15012_PI428634872","CUST_15012_PI428634872","S_alt_contig12486","AT1G22410","turquoise",-0.889254247409618,7.99510372764847e-07,-0.867768827731702,3.07845895660791e-06,0.821597261887793,2.89917887424646e-05,0.801083185774079,6.46272066320868e-05
"CUST_5293_PI428634872","CUST_5293_PI428634872","S_5sp_contig42778_RC","AT5G15070","turquoise",-0.8887098497311,8.30024290801052e-07,-0.918377376607278,7.64984369493787e-08,0.742415872178771,0.000417872283525282,0.849297390379283,8.24410484051246e-06
"CUST_5640_PI428634872","CUST_5640_PI428634872","S_5sp_contig43591","AT2G20850","turquoise",-0.887825559599713,8.81731437972659e-07,-0.787967822660402,0.000103020609250575,0.887418413730299,9.06457326099031e-07,0.779057267212868,0.000138915010602935
"CUST_15738_PI428634872","CUST_15738_PI428634872","S_alt_contig14086","AT5G61310","turquoise",-0.886825097334798,9.43559065064637e-07,-0.917794171119488,8.08302175830604e-08,0.763450541811507,0.000227324031067294,0.847265369649342,9.11488127200415e-06
"CUST_1208_PI428634872","CUST_1208_PI428634872","S_5sp_contig23109","AT1G53400","turquoise",0.886122618495516,9.89173643011214e-07,0.968930465352807,3.96065694747414e-11,-0.821528540694821,2.90745476327162e-05,-0.848787325673013,8.45568001059322e-06
"CUST_5712_PI428634872","CUST_5712_PI428634872","S_5sp_contig43781","AT5G05340","turquoise",-0.885756947785997,1.01366143429068e-06,-0.933150373518663,1.62385088465012e-08,0.761546632313685,0.000240797024414094,0.908590886577877,1.83390157407109e-07
"CUST_11986_PI428634872","CUST_11986_PI428634872","S_alt_contig07338_RC","AT1G04790","turquoise",0.885555876897524,1.02734787310635e-06,0.939686000898705,7.28057991972429e-09,-0.787393391653002,0.00010506902318399,-0.807191768381319,5.14061466047221e-05
"CUST_3595_PI428634872","CUST_3595_PI428634872","S_5sp_contig39203","AT1G13920","turquoise",0.88502869959391,1.06399064239414e-06,0.792420663094561,8.82590579496511e-05,-0.814234088805642,3.90883070465358e-05,-0.790826389384257,9.33229284076981e-05
"CUST_16349_PI428634872","CUST_16349_PI428634872","S_alt_contig15939","AT1G54290","turquoise",0.884312397686259,1.11558113061554e-06,0.866492131855281,3.31050019379987e-06,-0.86691602348345,3.23184520665519e-06,-0.816775312247747,3.53103961191888e-05
"CUST_2706_PI428634872","CUST_2706_PI428634872","S_5sp_contig33105","AT1G25420","turquoise",0.883802759748084,1.15358683083756e-06,0.951294885970689,1.36603296254021e-09,-0.805572401699215,5.4663691206734e-05,-0.852459820682916,7.03087103230562e-06
"CUST_3099_PI428634872","CUST_3099_PI428634872","S_5sp_contig35347","AT5G58920","turquoise",0.88368885799694,1.16223185182892e-06,0.886654501335777,9.54466290542541e-07,-0.815540666913906,3.71050307924823e-05,-0.879349532699283,1.53600697028554e-06
"CUST_12907_PI428634872","CUST_12907_PI428634872","S_alt_contig09013","AT5G08680","turquoise",-0.883667346880824,1.1638707755373e-06,-0.937833311923015,9.21966527327134e-09,0.761119803965478,0.000243908082234442,0.884446961459724,1.10572819354982e-06
"CUST_4788_PI428634872","CUST_4788_PI428634872","S_5sp_contig41724","AT2G25840","turquoise",-0.883225050086743,1.19801359879163e-06,-0.952834157186566,1.06171248434383e-09,0.797814153271808,7.28183554312259e-05,0.854749682246484,6.25105986213321e-06
