"","ProbeName","oil_1_1_Median","oil_1_3_Median","oil_2_4_Median","oil_2_5_Median","oil_2_6_Median","oil_3_7_Median","oil_3_8_Median","oil_3_9_Median","no_4_10_Median","no_4_11_Median","no_5_13_Median","no_5_14_Median","no_5_15_Median","no_6_16_Median","no_6_17_Median","no_6_18_Median","oil_1_19_Median","no_4_20_Median","geneSymbol","LocusLinkID","moduleColor"
"1614","CUST_67_PI428634872",-2.774172131,-2.370689843,-3.539011294,-3.011018437,-3.862945646,-4.020944567,-4.003517248,-3.724667462,-3.599247275,-4.458973711,-3.851074951,-4.212659906,-4.149385534,-4.522135483,-4.037284835,-4.289389646,-3.328212918,-4.088859048,"S_5sp_contig04392","AT4G17330","brown"
"1615","CUST_6700_PI428634872",-4.183534447,-4.549654625,-5.362755171,-5.12843881,-4.763844259,-4.476126553,-4.541799212,-4.122246292,-3.896296709,-4.338273347,-3.90316888,-4.053074688,-4.291879025,-4.426286426,-4.383744741,-4.324482602,-4.499620164,-4.445983253,"S_5sp_contig47744_RC","AT4G20910","brown"
"1616","CUST_6711_PI428634872",-0.010398561,-0.354648294,-0.138955647,-0.150603368,-0.19392824,0.174506987,0.053191052,0.10178115,0.01106156,0.077391333,-0.010524242,0.040533878,-0.056708407,-0.031643534,0.13869923,0.088132272,0.038708647,0.054397941,"S_5sp_contig47791","AT4G10330","brown"
"1617","CUST_6718_PI428634872",1.645333409,1.41629481,1.682964503,1.507797147,1.800006704,1.167708511,1.137381638,1.036512008,0.916874532,0.804940889,0.605590763,0.738454348,0.72575486,0.512902253,0.510129729,0.526003892,0.97840344,0.827121446,"S_5sp_contig47850","AT2G47690","brown"
"1618","CUST_6721_PI428634872",-0.599284951,-0.637233422,-0.783446413,-0.484042233,-0.761507028,-1.071351604,-0.69012847,-1.018147513,-1.085512662,-1.211889506,-0.427864922,-0.348252226,-0.415973697,-1.607822971,-1.631590593,-1.585620052,-0.308621386,-1.210815045,"S_5sp_contig47858","AT5G63380","brown"
"1619","CUST_6724_PI428634872",-1.797638203,1.641569819,-1.77025909,-1.452878635,-1.204800996,-1.334292076,-1.324573268,-1.317676151,-0.395717789,-0.639235738,-1.21258741,-0.988343471,-1.257393761,-0.771427337,-0.652183618,-0.690082621,-1.121632494,-0.985517194,"S_5sp_contig47866","AT3G53730","brown"
"1620","CUST_6729_PI428634872",0.345466802,0.483621496,0.312966592,0.076379688,0.177647255,0.223251987,0.144187039,-0.132004179,-0.48567748,0.03603379,0.239337713,0.162331153,0.056904348,-0.095862085,-0.151450637,-0.095942482,0.139233712,0.044375873,"S_5sp_contig47899","AT4G11410","brown"
"1621","CUST_6739_PI428634872",-2.665244174,-2.558954852,-2.897175188,-2.753984835,-2.817952155,-2.769189183,-2.825512342,-2.929313719,-2.959335848,-2.787948501,-2.669752814,-2.864025099,-2.823884971,-3.270434564,-2.926372455,-2.891097988,-2.751734976,-2.705884942,"S_5sp_contig47959","AT1G16890","brown"
"1622","CUST_6743_PI428634872",1.350470389,1.031622604,2.105057248,1.819803442,1.196290894,1.111391274,1.718655353,2.087837592,2.036134646,2.408412271,1.738371975,1.478449487,2.068939261,2.053091977,1.740955131,1.72959732,1.200413829,1.779145261,"S_5sp_contig47973",NA,"brown"
"1623","CUST_6767_PI428634872",-1.502792051,-1.886491001,-0.045096941,-0.84981486,-0.839210767,-0.544662232,-1.046142161,-0.68551792,-0.573859425,-1.037949594,-0.849066542,-1.156387285,-0.91719162,-0.878470252,-0.832104872,-0.861260055,-1.141782524,-0.720115555,"S_5sp_contig48063","AT1G78080","brown"
"1624","CUST_6769_PI428634872",-6.214632266,-5.5270078,-6.222170066,-6.25792394,-5.711301193,-6.169491279,-5.917694386,-7.494196435,-6.960973277,-6.645558903,-6.213485333,-7.056471913,-6.504474715,-7.406877133,-7.673835376,-7.654143357,-6.380101465,-5.617010585,"S_5sp_contig48067","AT5G19130","brown"
"1625","CUST_677_PI428634872",-2.037121707,-1.659388801,-1.871666467,-2.086512602,-2.056550087,-2.252170382,-2.179135156,-2.318126827,-2.060654669,-2.064827955,-2.07600375,-2.017152886,-1.971990531,-2.133525104,-2.063061893,-2.077622333,-2.005757383,-1.998065507,"S_5sp_contig16992","AT3G44600","brown"
"1626","CUST_6776_PI428634872",-4.132966426,-4.382952666,-4.035691342,-4.304543428,-4.181338519,-3.807049196,-4.715535725,-3.736236416,-4.145643522,-4.262964681,-3.465126693,-4.276509905,-3.234819275,-3.571461916,-3.117400844,-3.515062206,-3.472802151,-3.48900006,"S_5sp_contig48105","AT2G24430","brown"
"1627","CUST_6778_PI428634872",-1.28700722,-1.15105904,-1.089586117,-1.037315189,-0.826545686,-1.848077119,-1.574297255,-1.386853157,-1.396821574,-1.27780518,-1.514022049,-1.058349358,-1.285591727,-1.898006672,-2.299078783,-1.937082543,-1.411265725,-1.422845648,"S_5sp_contig48123_RC","AT1G55840","brown"
"1628","CUST_6809_PI428634872",-1.087907024,-0.447061957,-1.167193593,-0.93241633,-1.397358653,-1.069761549,-0.963847555,-1.240626291,-1.135752186,-1.08084874,-1.06649735,-1.202108577,-1.228047202,-1.305720932,-1.335090177,-1.10414514,-0.904480001,-1.374281867,"S_5sp_contig48277","AT1G57765","brown"
"1629","CUST_681_PI428634872",-6.042023649,-5.001192501,-6.746796285,-5.663253033,-6.291278642,-7.392935059,-7.520926671,-7.116174691,-6.459791584,-5.258910226,-6.440037903,-6.283690719,-5.938243533,-7.465044914,-6.857526847,-6.918201987,-6.049230464,-5.754170282,"S_5sp_contig17127_RC","AT5G52340","brown"
"1630","CUST_6815_PI428634872",-3.406472035,-2.903939058,-2.867014305,-2.325045614,-2.605700533,-1.788808441,-2.075176955,-2.070567547,-1.871082162,-1.328459002,-2.614601778,-2.374506359,-2.278769228,-1.020550513,-1.205159058,-0.859261783,-2.255638991,-1.666686779,"S_5sp_contig48311","AT3G18830","brown"
"1631","CUST_6823_PI428634872",-2.778370721,-2.215029216,-2.745826486,-2.865733404,-2.695737318,-2.899161214,-2.951107431,-3.150267075,-3.477669182,-3.207578451,-3.026535502,-3.143598891,-3.091571749,-3.319365085,-3.000703232,-3.232493413,-2.924798811,-2.868161261,"S_5sp_contig48333",NA,"brown"
"1632","CUST_6835_PI428634872",-2.043211729,-1.237097267,-1.917348556,-1.865222067,-2.110950965,-2.203968033,-2.159785708,-2.086480992,-2.027867976,-2.284628628,-2.006143879,-1.957273414,-1.966313154,-2.219787384,-2.021460335,-2.160861864,-2.056081218,-2.401936663,"S_5sp_contig48405_RC","AT1G75560","brown"
"1633","CUST_6863_PI428634872",-6.576748863,-1.325802856,-7.114720711,-6.176419986,-7.096901264,-5.801354505,-6.166310233,-5.165639118,-5.587066931,-6.590709253,-4.939098372,-5.31646423,-5.370405891,-5.947934827,-5.709373546,-5.843386832,-5.996279577,-6.034835105,"S_5sp_contig48637","AT1G47230","brown"
"1634","CUST_6870_PI428634872",-3.405565813,-2.411887365,-2.491672203,-2.727345025,-3.011607261,-2.725748737,-2.680027464,-2.920921668,-3.181623311,-2.914182954,-3.085471761,-2.990161362,-3.009475582,-3.391123647,-3.344030278,-3.394210378,-2.73794824,-2.5874807,"S_5sp_contig48656","AT1G15250","brown"
"1635","CUST_688_PI428634872",0.251110649,0.280473411,0.377795177,0.451800564,0.389583154,0.603961127,0.67524419,0.787712478,0.657300839,0.619660156,0.567759068,0.528367454,0.574084539,0.959498619,0.86283768,0.879776188,0.351790645,0.286564657,"S_5sp_contig17243","AT3G08650","brown"
"1636","CUST_6882_PI428634872",-0.02194817,0.512136007,-0.341201567,-1.337992508,-0.369610762,-1.002843009,-0.093970312,-1.356846026,-1.29630918,-1.808809602,-1.52221812,-1.516517319,-1.601220526,-3.512799321,-5.914184194,-4.817485868,-2.001618249,-3.049602362,"S_5sp_contig48739","AT5G50600","brown"
"1637","CUST_689_PI428634872",0.483838367,0.381359357,0.336073978,0.419230058,0.422990985,0.652078027,0.715150698,0.812243629,0.537954289,0.440488149,0.406703436,0.391239739,0.398095357,0.822561822,0.72776077,0.820668781,0.250738587,0.441885492,"S_5sp_contig17244","AT3G08650","brown"
"1638","CUST_6914_PI428634872",-4.348503894,-4.060264588,-3.895230328,-4.953044328,-4.921747555,-4.995373651,-5.849485009,-4.755474361,-6.199462231,-6.826711658,-5.191765293,-4.303142075,-4.217275756,-6.013359018,-7.523566394,-6.916239327,-5.57025492,-5.807315746,"S_5sp_contig48929","AT5G47900","brown"
"1639","CUST_6915_PI428634872",-0.945842746,-1.298202444,-0.786347965,-0.939358089,-0.713829105,-0.380409651,-0.221354634,-0.142252978,-0.250021234,-0.405084944,-0.583477173,-0.801897111,-0.868174584,0.176726425,0.191245977,-0.016103047,-1.132885757,-0.119146938,"S_5sp_contig48940","AT5G44860","brown"
"1640","CUST_6927_PI428634872",3.38630932,3.01701831,3.381369017,3.550105618,3.485109073,3.452895073,3.315783227,3.496943813,3.462526866,3.416186118,2.9793811,3.129916548,3.133979351,3.786433344,3.818263921,3.876375357,3.522950387,3.281415618,"S_5sp_contig49022","AT2G36835","brown"
"1641","CUST_6928_PI428634872",-4.633841731,-1.760772187,-4.749521608,-3.704172537,-4.63494062,-4.963026646,-5.083328183,-5.613389609,-3.822462124,-4.111808345,-3.518356062,-3.677887026,-3.93146994,-4.455116546,-3.846119203,-4.137003621,-4.364858211,-3.312880707,"S_5sp_contig49034","AT3G53730","brown"
"1642","CUST_6932_PI428634872",-3.505782322,-3.635725482,-3.46984605,-3.380021489,-3.284571158,-4.04657735,-3.982241214,-4.025965342,-3.596113966,-3.387750837,-3.432563718,-3.218856112,-3.286399829,-3.968475342,-4.04187118,-4.134483389,-3.852842228,-3.382059752,"S_5sp_contig49080","AT2G43810","brown"
"1643","CUST_6936_PI428634872",1.762086058,2.614811902,1.941463107,1.861807821,1.813500324,1.665376467,1.381457246,1.490476679,1.96511164,1.824480222,1.905700159,1.824481095,1.769540874,1.662098773,1.5444987,1.55325465,1.943684287,2.054592531,"S_5sp_contig49101_RC",NA,"brown"
"1644","CUST_6956_PI428634872",-1.979437372,-0.453812787,-1.296533242,-1.693899279,-1.40251761,-1.67328045,-1.041934679,-1.719804127,-1.607759743,-1.479495812,-1.386493357,-1.323054949,-1.275747415,-1.785676226,-1.939307807,-1.66018417,-1.843602592,-1.038290879,"S_5sp_contig49197","AT5G09620","brown"
"1645","CUST_6965_PI428634872",-1.829199831,-2.318080825,-2.13939278,-1.762959379,-1.676400023,-2.912413627,-2.32646971,-3.10262978,-3.369675823,-3.20877411,-3.49828884,-3.285399479,-3.43788795,-3.93906266,-3.346963851,-3.370075407,-2.477184604,-2.605047178,"S_5sp_contig49245","AT5G25450","brown"
"1646","CUST_698_PI428634872",0.108558703,0.111377581,0.897064237,0.590438897,0.834890413,0.86434589,0.899542209,0.95499114,0.900915689,0.649660895,0.572680998,0.753099498,0.88214169,1.310827054,0.918447216,1.107019589,0.093740097,0.277090644,"S_5sp_contig17347_RC","AT1G80380","brown"
"1647","CUST_6985_PI428634872",0.071595932,-0.386091784,0.055387894,-0.278170374,0.112039624,0.502154747,0.53531596,0.274802868,0.181775145,0.025687757,0.110081951,0.101523704,0.201929002,0.549220405,0.485690432,0.406441006,-0.193476251,-0.011744786,"S_5sp_contig49358","AT5G01410","brown"
"1648","CUST_6994_PI428634872",-2.190725441,-0.469244666,-2.466128327,-2.553862447,-2.426801131,-2.348501616,-2.068727079,-2.425650046,-3.026757689,-3.029425445,-3.814261471,-3.301730759,-3.307528386,-3.38954519,-3.623878076,-3.085081643,-2.643354962,-3.041218559,"S_5sp_contig49414","AT5G32450","brown"
"1649","CUST_6997_PI428634872",-3.964981906,-3.218844202,-2.484281764,-3.395612372,-3.216441033,-3.085961689,-2.93182816,-5.488803297,-5.367147045,-4.953280845,-5.988752733,-5.176027311,-5.283450231,-6.194725163,-5.829885163,-5.607173224,-3.914004152,-5.413542083,"S_5sp_contig49460",NA,"brown"
"1650","CUST_7014_PI428634872",1.554966899,2.116975863,1.536258062,1.422005084,1.428773577,1.529891065,1.469255119,1.466878627,1.351420475,1.405475609,1.517905674,1.429235666,1.438732206,1.292853319,1.187456511,1.079820825,1.46853928,1.303310488,"S_5sp_contig49607","AT4G31985","brown"
"1651","CUST_702_PI428634872",-2.023501839,-2.216136564,-2.237030369,-2.096034877,-2.01930889,-1.445709661,-1.327476435,-1.221580251,-1.605977538,-1.746288536,-1.606902409,-1.663409109,-1.713642982,-1.021307439,-1.51436695,-1.340325522,-2.312502998,-2.162329194,"S_5sp_contig17369","AT2G40110","brown"
"1652","CUST_7024_PI428634872",2.480509261,2.252712567,2.662297557,2.010591138,2.314717946,2.166665337,2.280882496,1.76807052,1.794889028,1.73983682,1.109920129,1.28170941,1.504372931,1.520387272,0.840259121,1.418433884,2.355674655,1.752879779,"S_5sp_contig49702","AT5G48930","brown"
"1653","CUST_7026_PI428634872",-5.561676037,-2.367706304,-5.069242665,-5.659431041,-3.59349065,-6.769278055,-5.671277693,-7.035845734,-4.303048203,-4.847206755,-5.533998671,-5.440849191,-5.197055653,-7.532559611,-7.482638649,-6.380797043,-6.077105185,-4.200208749,"S_5sp_contig49762","AT4G29260","brown"
"1654","CUST_703_PI428634872",-6.079560967,-4.613704908,-6.571876885,-5.801100921,-6.070607956,-6.504648805,-5.819778971,-6.401016395,-5.837767186,-6.099989091,-6.052977317,-6.652158395,-6.136990879,-5.918437036,-5.952282071,-6.427144635,-5.85224518,-5.454167514,"S_5sp_contig17386","AT5G61210","brown"
"1655","CUST_7066_PI428634872",-1.78634419,2.759704746,-1.002483305,-1.943990988,-0.438872458,-2.448701802,-2.211190946,-3.477696829,-3.522952521,-3.666421413,-4.441784912,-4.081335754,-3.56918123,-3.643721375,-4.114958871,-3.863008131,-3.3073325,-3.424391295,"S_5sp_contig50162","AT4G12730","brown"
"1656","CUST_7067_PI428634872",0.316596814,-0.203920025,0.583571448,0.698016367,0.122788818,1.340032891,0.267497491,0.736653904,0.956477436,0.85177022,0.878755115,0.564510144,0.576527109,1.072380986,1.572651926,1.090596126,1.266163889,0.863423881,"S_5sp_contig50169","AT5G45890","brown"
"1657","CUST_7082_PI428634872",-5.94386454,-3.424317368,-6.816976195,-6.396947683,-6.693219157,-8.055170648,-7.1569291551,-7.095069833,-6.94508076625,-7.551247937,-6.98582099633333,-7.5672093282,-7.488885456,-7.901824478,-6.78570990066667,-7.549512133,-6.278338549,-8.146291164,"S_5sp_contig50265","AT2G39770","brown"
"1658","CUST_7088_PI428634872",0.761207366,1.436203156,0.926067236,0.926777653,0.750217726,0.896771494,0.978661408,0.700994754,0.566739904,0.811757282,0.574039338,0.710056908,0.748716306,0.562692198,0.332021872,0.463800109,1.039914075,0.640120121,"S_5sp_contig50321","AT4G36130","brown"
"1659","CUST_7090_PI428634872",-6.563704345,-6.646607942,-5.757342393,-5.570994712,-6.447331907,-6.037173582,-5.947898603,-6.258497537,-6.498914685,-6.666624965,-6.288056394,-6.361841527,-7.148530634,-6.402726335,-6.854244786,-6.84872329,-5.798251686,-5.990982449,"S_5sp_contig50342","AT1G15710","brown"
"1660","CUST_7093_PI428634872",-0.822914193,-1.23049275,-0.621459062,-0.647907354,-1.586004193,0.183211746,-0.94344272,-0.465867556,0.081236273,-0.153551527,0.663610097,0.45759137,0.312116299,0.154140545,0.564168302,0.433292143,0.001548521,0.022241526,"S_5sp_contig50373","AT4G35160","brown"
"1661","CUST_7103_PI428634872",-1.726470113,4.376558834,-3.063681335,-2.862780592,-1.550464498,-1.010360917,-1.096284717,-0.328781194,-1.271077725,-1.774458682,-1.25624875,-1.941259164,-1.19111029,0.450725823,-0.62696944,-0.609364473,-2.915610873,-1.75502407,"S_5sp_contig50509","AT1G09200","brown"
"1662","CUST_7119_PI428634872",-3.645573822,-3.607171944,-3.38377681,-3.172035622,-3.720142935,-0.714111799,-1.551788118,-0.618911718,-3.329516881,-3.260488572,-3.461564119,-3.522711417,-3.169320223,-1.47849425,-2.349721442,-2.319675497,-2.979837125,-2.49991785,"S_5sp_contig50797","AT5G42650","brown"
"1663","CUST_7123_PI428634872",1.593723326,1.132101329,1.419870786,0.345587914,1.948276265,0.495298902,1.213357235,-1.79153282,-0.731124968,-0.620027804,-1.821135446,-1.604823082,-1.506774641,-2.113245101,-1.954590138,-1.921038137,-0.126364788,-1.671874629,"S_5sp_contig50820_RC","AT3G62020","brown"
"1664","CUST_7130_PI428634872",-0.391088919,-0.750955869,-0.441759006,-0.386239174,-0.580778635,-0.136061355,-0.053133212,0.506736789,-0.430680066,-0.516659319,-0.786245258,-0.688183261,-0.769557098,0.2548902,0.139842077,0.089606028,-0.367358412,-0.44649142,"S_5sp_contig50943","AT1G54130","brown"
"1665","CUST_7131_PI428634872",-4.702765023,-3.327165363,-4.446324104,-4.830158203,-3.418494687,-4.706786921,-3.929815829,-4.839457079,-4.05047598,-4.777030219,-4.210678838,-4.216751519,-4.224376803,-5.259891356,-5.303559583,-5.244173487,-6.016417506,-4.008690895,"S_5sp_contig50962","AT2G38480","brown"
"1666","CUST_7141_PI428634872",-0.015570853,-1.27480417,0.508534822,-0.056568384,0.475793677,1.724023633,1.478892512,2.915374956,0.588991969,0.081134215,0.397482493,1.20326511,1.190581959,3.02731998,1.793571405,2.72964385,0.122119232,3.174326183,"S_5sp_contig51040","AT2G16430","brown"
"1667","CUST_7154_PI428634872",2.284711286,2.626002263,2.363534243,2.375232448,2.279636277,2.603881319,2.400847038,2.186777619,2.148734273,2.232539095,2.165247012,2.28646212,2.302305603,2.296257235,2.208533653,2.206148415,2.565910283,2.272185719,"S_5sp_contig51299","AT4G25740","brown"
"1668","CUST_7165_PI428634872",-1.310332029,-0.856963206,-1.731302357,-2.436205464,-1.570351026,-2.419878036,-2.630492353,-2.650049628,-1.419236884,-2.151235156,-2.232180948,-2.518116471,-2.539264032,-2.989025834,-2.725754584,-2.787174651,-1.603413128,-2.875984639,"S_5sp_contig51658","AT5G42310","brown"
"1669","CUST_7169_PI428634872",-4.845977208,-5.133313785,-5.44905408,-5.328475783,-5.268929448,-4.807845963,-4.870781029,-4.478170052,-4.856410791,-5.62082528,-4.765252516,-5.437318124,-5.592844993,-4.834543408,-5.090649985,-4.786723655,-5.017967834,-5.579575178,"S_5sp_contig52199","AT2G38440","brown"
"1670","CUST_7173_PI428634872",0.792275638,0.120802009,0.437461662,0.59336027,0.831995465,0.025284497,0.155891779,0.560976503,1.227279586,0.545499752,0.828450748,0.576784325,0.202901259,0.268057071,0.209857546,0.443449712,0.351490138,0.461010136,"S_alt_contig00003_RC","ATCG00130","brown"
"1671","CUST_7181_PI428634872",-2.817790219,-6.72426834,-7.496846919,-4.180827807,-2.601829124,-6.353958403,-2.820005643,-6.622031736,-3.155932069,-0.663136309,-0.639197263,-3.5380170935,-6.989823734,3.12090198,-3.63815345257143,-6.25158529,-6.739538767,-4.43319104,"S_alt_contig00019_NB",NA,"brown"
"1672","CUST_7199_PI428634872",-3.082170716,-4.143013406,-3.846588543,-3.549405936,-2.977285109,-3.251848338,-3.500805812,-3.28048379,-2.309176783,-3.44283355,-2.815479952,-3.002413983,-3.390155592,-3.593658439,-2.640398288,-3.021775044,-3.376018564,-2.922725274,"S_alt_contig00044_NB",NA,"brown"
"1673","CUST_7205_PI428634872",-1.530334443,-1.440502733,-1.523250063,-1.49632191,-1.477043924,-1.628463136,-1.50045186,-1.553235727,-1.901923552,-1.74992079,-1.747287046,-1.792811451,-1.719823394,-1.921714643,-1.837057452,-1.801272076,-1.716926734,-1.617321672,"S_alt_contig00052","AT3G57890","brown"
"1674","CUST_7207_PI428634872",-1.425418309,-1.860955386,-1.677596388,-1.534322651,-1.684651753,-1.199715394,-1.614764781,-0.77740704,-1.833840058,-1.474183697,-2.051293086,-2.583691722,-2.343105801,-0.279831164,-0.788135012,-0.385425781,-1.44179738,-2.169660271,"S_alt_contig00056_RC","AT4G31390","brown"
"1675","CUST_7218_PI428634872",-0.968851461,0.669295713,-1.309698471,-2.288248656,-1.235420361,-2.404946649,-1.126013464,-2.607547806,-2.062395655,-2.396769595,-2.268545173,-1.776036702,-1.843585458,-3.834092666,-4.775436324,-4.246835932,-2.25672877,-2.112505886,"S_alt_contig00069","AT5G60920","brown"
"1676","CUST_7225_PI428634872",-1.840866618,-0.803051146,-2.127846452,-3.268862029,-2.088735129,-2.641483481,-2.339200117,-3.375404927,-3.541260161,-3.87212448,-3.990015895,-3.613216564,-3.764439671,-5.162352483,-5.827019851,-5.316123254,-3.841365783,-1.985849316,"S_alt_contig00078","AT5G56750","brown"
"1677","CUST_7238_PI428634872",-3.724254597,-3.604743355,-3.409712089,-3.546640798,-3.790085577,-3.678865684,-3.857817284,-4.218799707,-3.900368339,-3.738249071,-3.543225149,-3.808391345,-3.640008359,-4.088689954,-3.85506112,-3.808914266,-3.512122696,-3.259087512,"S_alt_contig00096","AT3G02280","brown"
"1678","CUST_7244_PI428634872",-2.896108492,-2.044983711,-2.53884714,-3.126207075,-3.265575087,-2.840521979,-2.883236254,-2.962937406,-3.572742136,-3.528491908,-3.714375661,-3.551251513,-3.414305621,-3.435234817,-3.775337562,-3.392752744,-3.543254698,-3.683541953,"S_alt_contig00104","AT2G01910","brown"
"1679","CUST_7251_PI428634872",2.921038196,2.573476187,2.731831422,2.641495383,2.748067325,2.659022559,2.402359967,3.073476236,3.08060228,2.820326179,2.493589585,2.577668431,2.657986545,3.310866332,3.27694107,3.237078487,2.910507979,2.676473175,"S_alt_contig00112_RC","AT3G25570","brown"
"1680","CUST_7252_PI428634872",2.782640097,2.557565883,2.694466696,2.573292776,2.624841519,2.585969796,2.353979945,2.940669587,3.00362357,2.704978727,2.376277638,2.467977101,2.516126907,3.224087862,3.187135988,3.134030809,2.791616021,2.661511103,"S_alt_contig00113_RC","AT3G25570","brown"
"1681","CUST_7258_PI428634872",-3.7212233,-3.757016117,-3.240977882,-3.843593189,-3.74839337,-4.89790754,-4.759041984,-4.938491449,-4.16244215,-4.294942266,-4.461279745,-4.42140678,-4.258627411,-5.217679143,-5.004483099,-4.982020128,-4.156556804,-3.973250423,"S_alt_contig00121","AT4G21880","brown"
"1682","CUST_727_PI428634872",-0.696969283,-1.236598046,-1.372434127,-1.220732197,-1.157004736,-0.920692533,-1.072725016,-0.768632928,-0.410742525,-1.015321819,-0.918439351,-0.900648376,-0.886817994,-0.788795902,-1.031242908,-0.832572704,-0.941448212,-1.145109801,"S_5sp_contig17926","AT5G54730","brown"
"1683","CUST_7273_PI428634872",0.100688571,-0.015821758,0.440292784,0.492379478,0.882429261,-0.573270477,-0.867583729,-0.951414037,0.055542456,0.535606431,1.284010307,1.262831385,1.136740626,-1.796027851,-1.66758003,-1.876349834,0.016949844,0.874968913,"S_alt_contig00137_RC","AT1G15080","brown"
"1684","CUST_728_PI428634872",-0.073430371,-0.281254646,-0.05880672,-0.073975085,-0.284650503,0.005552495,-0.041036944,0.111727259,0.286491615,-0.026672853,-0.336113793,-0.05910277,-0.05651017,0.335072825,0.174679684,0.379358816,-0.033845422,-0.232216434,"S_5sp_contig17928","AT5G54730","brown"
"1685","CUST_7281_PI428634872",-2.394527333,0.343154167,-2.362345088,-3.008416333,-2.231363671,-2.419149649,-1.962391711,-4.176785206,-4.587796987,-4.724719249,-5.577816547,-5.079827202,-4.734654632,-6.545741181,-5.756085793,-6.245216351,-3.472540033,-4.432664037,"S_alt_contig00148","AT2G38320","brown"
"1686","CUST_729_PI428634872",1.052731548,0.731856833,0.798924132,0.8039738,0.762725184,1.140409279,0.920552142,0.903601505,1.06855545,0.760058429,0.713656686,0.817726002,0.83481349,1.204241447,0.999250241,1.088142313,0.912142833,0.870264466,"S_5sp_contig17929","AT5G54730","brown"
"1687","CUST_7301_PI428634872",-3.465875795,-3.613111824,-3.763007532,-3.668637578,-3.582530804,-3.282552928,-3.140133723,-2.927698229,-3.225158876,-3.379640366,-3.202945131,-3.427456365,-3.241748693,-3.222223723,-3.291295503,-3.424405659,-3.577336398,-3.463406593,"S_alt_contig00173","AT3G54010","brown"
"1688","CUST_7304_PI428634872",-6.726709923,-5.762668424,-7.015095459,-7.743150478,-6.85516565,-7.569106225,-7.257716112,-6.958782655,-6.718922525,-6.488274742,-6.247776816,-6.416331853,-6.69615906,-7.429051987,-7.300290411,-6.806260328,-7.218155137,-6.495536162,"S_alt_contig00176_RC","AT4G07960","brown"
"1689","CUST_7308_PI428634872",1.562639427,1.69844636,1.743938804,1.739457046,1.616833161,1.453574167,1.42483071,1.677942314,1.981667744,2.010952918,1.720868053,1.776166196,1.957656046,2.569031256,2.869300794,2.495214365,1.541103773,1.355109517,"S_alt_contig00180_NB",NA,"brown"
"1690","CUST_7309_PI428634872",-6.213484594,-7.544556143,-6.904005053,-6.970427916,-6.620764291,-5.788167354,-5.591832259,-5.737282311,-6.273413651,-5.68450976,-6.148451222,-6.333216913,-6.69831368,-6.300346149,-5.63815837,-5.948614875,-6.543865112,-6.563624225,"S_alt_contig00181_RC","AT4G11530","brown"
"1691","CUST_7313_PI428634872",-2.150021074,-1.342175904,-1.916170833,-1.990392891,-2.220042439,-2.670916385,-2.636536583,-3.074364442,-2.722572108,-2.721525851,-2.955597142,-2.605187433,-2.711530054,-3.334166426,-3.345518427,-3.102793538,-2.192277815,-2.126143435,"S_alt_contig00185_NB",NA,"brown"
"1692","CUST_7316_PI428634872",-2.009399135,-0.599459286,-1.205643671,-1.283813879,-1.335188389,-1.661928479,-1.666870104,-1.982077134,-1.398879844,-1.023393455,-1.705356426,-1.457540385,-1.303360841,-1.585548728,-1.911587568,-1.652134431,-1.690545956,-0.744871052,"S_alt_contig00188_RC","AT2G34680","brown"
"1693","CUST_732_PI428634872",-2.077393782,-0.061467669,-1.136679612,-1.257294308,-1.315334973,-2.302011774,-2.185499831,-2.107434392,-1.410949087,-1.095321029,-1.395888063,-1.129393244,-1.112440289,-1.929325657,-2.06550708,-1.77771181,-1.976884041,-1.099700371,"S_5sp_contig17967","AT3G60860","brown"
"1694","CUST_7343_PI428634872",-0.087076264,0.087958359,-0.561653998,0.067722751,-0.389478385,-1.222131065,-1.034369562,-1.343262968,-0.263242019,-0.261875007,0.243527621,0.090108703,0.091610812,-0.649625829,-1.009509855,-0.743571718,-0.276769584,-0.517010199,"S_alt_contig00224",NA,"brown"
"1695","CUST_7348_PI428634872",-0.847642115,-1.744761906,-0.975371275,-1.480363124,-1.717954063,-0.879369386,-1.372357451,-0.803402242,-0.524003901,-0.519385658,-0.67106311,-0.948123404,-0.804565325,-0.038651299,0.123603943,0.018714049,-0.403145795,-0.531204054,"S_alt_contig00233","AT1G61250","brown"
"1696","CUST_7358_PI428634872",-5.301407814,-3.728250287,-5.518210047,-5.881508209,-4.889624954,-5.946863065,-5.167927323,-5.761405058,-5.604033852,-5.938877759,-5.882855016,-6.129941896,-5.838371243,-7.305755182,-6.754827958,-6.61833004,-6.257141012,-5.738920342,"S_alt_contig00246","AT1G72410","brown"
"1697","CUST_7366_PI428634872",-6.190325105,-5.421332023,-6.41397146,-6.760183308,-5.509358243,-7.780990065,-7.114343634,-7.376564294,-5.29587168,-5.846096633,-5.314317849,-5.654785843,-5.672368595,-6.9024222023,-7.635328876,-6.7449806413,-7.442875824,-5.791550637,"S_alt_contig00254_RC","AT3G14350","brown"
"1698","CUST_7381_PI428634872",0.721684637,0.883758365,1.079174094,1.018379489,1.058429674,2.1243643,1.993247458,2.07158171,0.898933415,1.060253544,0.863409751,1.020356508,0.884465718,1.825597697,1.828006,1.83562709,1.148199458,0.521527171,"S_alt_contig00272_RC","AT5G63860","brown"
