ProbeName,oil_1_1_Median,oil_1_3_Median,oil_2_4_Median,oil_2_5_Median,oil_2_6_Median,oil_3_7_Median,oil_3_8_Median,oil_3_9_Median,no_4_10_Median,no_4_11_Median,no_5_13_Median,no_5_14_Median,no_5_15_Median,no_6_16_Median,no_6_17_Median,no_6_18_Median,oil_1_19_Median,no_4_20_Median
CUST_11654_PI428634872,1.688926932,1.173170773,1.356651511,1.489692865,1.611216753,1.261445029,1.166397207,1.015646696,1.210308766,1.099005162,1.60715767,1.511785476,1.562508854,1.093155171,1.251091721,1.147568967,1.264729998,1.474257325
CUST_11656_PI428634872,-3.449891708,-3.731590485,-3.983581659,-3.946885243,-3.960685927,-3.811868648,-4.605970567,-4.265175459,-4.002836468,-3.951853598,-3.898065845,-3.846845161,-4.011704794,-2.87324711,-2.897028674,-2.829905426,-4.248577539,-4.104590642
CUST_11657_PI428634872,-4.13169528,-3.950889404,-3.020107656,-3.064216311,-4.321141643,-3.693677734,-3.902530764,-3.276859878,-2.577035657,-2.676775527,-2.887911883,-2.970314698,-2.798484471,-2.811191224,-3.167235659,-2.741643474,-3.469192245,-3.242130402
CUST_11659_PI428634872,-1.931553661,-1.337370097,-1.781836628,-1.148513916,-2.221966221,-2.0694851,-2.284777511,-2.137935637,-0.87513019,-0.567699919,-1.134350356,-1.122967204,-1.079755748,-2.385281606,-2.450668461,-2.499563088,-1.326416819,-0.865044018
CUST_1165_PI428634872,-6.050000413,-6.576052493,-6.878248661,-6.654332656,-6.662609161,-6.838818026,-6.695001426,-7.037142738,-6.683794117,-6.525582837,-6.478202418,-6.710150345,-6.323628391,-6.752620696,-6.927650194,-7.188949028,-6.867893323,-6.975716243
CUST_11660_PI428634872,-0.046811048,0.043059704,-0.115968573,-0.929051008,-1.034915958,-2.667697192,-1.051804849,-1.900701524,-1.732987624,-2.093483449,-0.654382291,-0.684022888,-0.575080806,-0.112791283,0.216059416,0.003458506,-0.52715164,-1.404141197
CUST_11661_PI428634872,-4.060630452,-3.671742283,-3.806404474,-3.251297609,-3.935985999,-4.032017558,-3.895187118,-4.321247927,-4.027654187,-3.660040023,-4.446221433,-4.020239032,-3.819197837,-3.677269509,-3.710231318,-3.093156433,-3.463718672,-3.67599797
CUST_11662_PI428634872,-4.46552764,-4.303286387,-3.832557229,-3.57442894,-4.488940204,-3.561113686,-3.799678923,-3.283800993,-3.519705561,-3.435872625,-3.336510173,-3.508725884,-3.54044604,-2.651114618,-2.831512516,-2.799384284,-3.932495287,-3.454654157
CUST_11663_PI428634872,-1.227884134,-1.906107239,-1.435542621,-1.28553491,-1.250409116,-1.120781743,-1.491931551,-1.604747201,-1.378064485,-1.328524595,-0.432810605,-0.484749628,-0.649132105,-1.03272752,-0.878514285,-1.227104106,-1.344191929,-0.872535004
CUST_11664_PI428634872,-2.722477603,-0.857659027,-2.397456349,-2.241599967,-2.323393019,-1.927202572,-2.1079431,-2.17114321,-0.951588707,-0.922699267,-0.781955798,-0.831170427,-0.81860252,-2.806773816,-2.873899224,-3.202609647,-1.775573532,-0.759547752
CUST_11665_PI428634872,-5.608794163,-5.783573784,-4.234730433,-4.33304515,-5.196118064,-4.733355674,-4.100106155,-3.549936605,-2.920535945,-3.123963424,-3.290948114,-3.420658459,-3.42255744,-4.084921485,-4.092624399,-3.760126843,-4.72819827,-3.393706269
CUST_11666_PI428634872,-1.951691787,-1.558106495,-2.08026812,-2.005503798,-2.223383531,-1.509439156,-1.542546215,-1.623958705,-2.338055369,-1.806562765,-1.900401119,-1.984938705,-1.896208934,-2.091246999,-2.249199006,-2.220717581,-1.839061115,-1.756639412
CUST_11667_PI428634872,0.335693945,0.469846835,0.26110604,0.251890309,0.412044361,0.291322626,0.212266908,0.211757533,0.267810332,0.211686673,0.559175285,0.53191107,0.465395921,0.165119252,0.286556194,0.267008999,0.398827308,0.166499082
CUST_11668_PI428634872,-1.102082266,-1.044665741,-1.131479299,-1.017032919,-1.038307752,-1.137923838,-1.130570607,-1.372291815,-1.312042808,-1.280828058,-0.717764134,-0.902977788,-0.886269141,-1.557641662,-1.345229316,-1.381874377,-0.935423669,-1.157055104
CUST_11669_PI428634872,-4.76785478,-4.697125835,-4.194783624,-4.044217057,-4.551444569,-2.659889038,-2.504536639,-2.712634348,-4.124817681,-4.675259655,-3.773688132,-3.444995296,-3.586975852,-2.920455102,-2.787590326,-2.821814307,-3.506535056,-3.564058619
CUST_1166_PI428634872,-3.945247605,-2.982407105,-3.215608284,-3.075197897,-3.781082558,-3.850582244,-3.734564535,-3.705003982,-4.430685436,-3.952686738,-4.212643702,-4.034123434,-3.983629066,-3.180805246,-3.684406189,-3.231254846,-3.433386723,-4.068303016
CUST_11670_PI428634872,,-6.28066058,-6.239800743,-6.197749775,-6.910386333,-6.092752889,-5.944539764,-6.966887552,-6.927926902,-7.168333701,-6.336514451,-6.379213537,-6.488336187,-6.322253652,-6.118608021,-6.199530227,-6.280301382,-6.819278405
CUST_11671_PI428634872,,-4.037605229,-7.498654307,-6.045453011,-7.330491532,-5.462276357,-5.864638474,-5.277575493,-2.725253086,-4.818024131,-4.091888203,-4.322896249,-4.021502593,-4.653930491,-3.862810136,-4.020928102,-6.547396704,-2.665390023
CUST_11672_PI428634872,-3.207836238,-3.507834349,-3.003533399,-2.729185762,-3.214233191,-3.29107658,-3.336200429,-3.180628273,-3.712483073,-3.580319995,-3.383957697,-3.504821646,-3.396935624,-3.042852724,-3.097237823,-3.127165496,-3.024789196,-3.439780149
CUST_11673_PI428634872,-6.555278442,-6.39933054,-6.682085301,-6.355813605,-5.60808535,-5.996797318,-5.249370095,-6.116536985,-6.628205058,-7.342335965,,-6.825814001,-6.989283456,-7.352292641,-6.66440879,-6.291237236,-7.077550462,-6.921532826
CUST_11676_PI428634872,-1.024970789,-1.221387692,-0.847522016,-0.747521036,-1.238680482,-0.779594604,-1.076494497,-0.798209516,-1.398460509,-1.38085523,-1.328289249,-1.356127954,-1.117651931,-0.832489673,-0.427944281,-0.553677688,-0.879243845,-1.527762579
CUST_11677_PI428634872,-3.68030751,-3.184510402,-3.238091487,-4.209327551,-3.578856011,-2.269580588,-1.651929771,-2.64971982,-5.901898936,-5.094913847,-3.767888804,-3.309582174,-3.656054532,-5.250361627,-6.780558552,-5.353532402,-3.361389782,-5.321697757
CUST_11678_PI428634872,2.421955386,3.095592839,2.501186676,2.647122567,2.63248529,2.672125438,2.533963329,2.534365381,2.632378214,2.654025124,2.735595577,2.598616183,2.685073165,2.589784538,2.761749026,2.72242741,2.639419348,2.543114144
CUST_11679_PI428634872,-2.438407888,-1.475338796,-2.619188725,-2.349280983,-2.757093039,-2.429423027,-2.33132942,-2.486492085,-2.467188088,-2.331188958,-2.518477911,-2.470281526,-2.42684837,-2.639476684,-2.883251611,-2.717938416,-2.290443374,-2.367121627
CUST_1167_PI428634872,-1.876890134,-1.656567415,-1.312264973,-1.148560489,-1.479242529,-1.371726529,-1.463925409,-1.158384642,-1.439899581,-1.243555246,-1.479609081,-1.495262575,-1.298379651,-1.173562834,-1.22467053,-1.198795313,-1.48977776,-1.465732128
CUST_11680_PI428634872,-2.251394895,-2.154319921,-2.009088726,-1.460217949,-2.314873051,-1.499439674,-1.710048091,-1.428063788,0.213893901,0.312660296,0.258230284,0.074942118,0.312003369,-1.233494088,-1.598811322,-1.362042026,-1.648753034,0.014837722
CUST_11681_PI428634872,-4.228520375,-4.063934544,-3.90003778,-3.525204983,-4.731347498,-3.689838409,-4.02758994,-3.323048129,-2.83021032,-3.207885293,-3.187383813,-3.324419923,-3.165072078,-2.863992051,-3.171299303,-3.180370298,-3.66734163,-3.979800829
CUST_11682_PI428634872,-5.950471711,-5.372644635,,-7.613535183,-5.378833586,-6.891749215,,-6.764088816,,-7.984592752,-5.724552372,,-8.170085085,-6.574589645,-7.176746091,-7.49084558,-7.073051499,-7.946986536
CUST_11683_PI428634872,2.561247465,2.289206175,2.560734472,2.347270772,2.502644055,2.173712435,2.108150177,2.222722423,1.623298438,1.604622664,1.796710743,1.95616917,1.934505795,2.143907325,1.943751938,1.979512595,2.22313663,1.222496125
CUST_11684_PI428634872,-1.102576708,-1.236592877,-0.729993563,-0.6569015,-1.080743654,-1.193161211,-1.28155792,-0.93684845,-1.044023671,-1.002332102,-0.836406285,-0.907273938,-0.841062306,-0.549119107,-0.739429559,-0.661821832,-0.941102659,-1.42097989
CUST_11685_PI428634872,1.542454178,1.438427331,1.327814196,1.475372417,1.553209148,1.032990024,0.981481792,1.075611797,1.213524353,1.266728908,1.449625134,1.489048575,1.507172813,1.209226594,1.147664085,1.237614457,1.475369382,1.313418425
CUST_11686_PI428634872,-3.935253857,-3.976608764,-4.491884146,-4.362307866,-4.107577335,-4.116849527,-3.772546909,-3.69473898,-3.475840334,-3.863613765,-3.778890357,-3.925954621,-4.139694581,-4.290868897,-4.216132512,-4.412901196,-3.92286593,-3.902554204
CUST_11687_PI428634872,-1.004019083,-1.283501292,-1.509673941,-0.922372647,-1.513613075,-1.215620666,-1.00953149,-0.707051885,-1.65189938,-1.57565238,-1.274164843,-1.283511211,-1.263158953,-1.313532366,-1.575926421,-1.149640057,-1.22285851,-1.52876268
CUST_11688_PI428634872,0.082666924,0.501653274,0.369070063,0.273195788,0.260441627,0.281330742,0.233829863,0.242309902,0.02040164,0.181012033,0.118277987,0.063687542,0.09648723,0.257536217,0.287280716,0.372187298,0.500674489,0.159435889
CUST_11689_PI428634872,-5.977567728,-6.316065579,-6.400246565,-5.55484924,-6.327625063,-6.409126963,-6.724859073,-6.676834161,-6.223616981,-5.421328142,-6.614243629,-6.052785992,-5.726401382,-5.553073602,-6.175128129,-5.262832324,-6.492562803,-5.669785757
CUST_1168_PI428634872,-2.116373159,-1.49201744,-1.601889223,-1.301915936,-1.826235454,-1.076897427,-1.177507797,-1.163269344,-0.855740768,-1.051606563,-1.356059532,-1.297057719,-1.256357501,-1.279136243,-1.480993862,-1.480274127,-1.842348246,-1.451997286
CUST_11690_PI428634872,0.869040764,1.082129861,1.183109053,1.145357655,1.037707916,1.290032126,1.016371419,1.040309425,0.894398808,0.899585644,0.565791835,0.459778632,0.551390156,1.271999753,0.993653131,1.212118212,1.295299298,0.783785619
CUST_11691_PI428634872,0.949089209,1.13985149,1.223432609,1.282390102,1.092609517,1.307074075,1.149356795,1.194597827,0.943611445,1.034209887,0.555952241,0.541242861,0.62996549,1.368766182,1.13269478,1.292103479,1.394197316,0.836515019
CUST_11692_PI428634872,0.767760906,1.074579616,0.618330581,0.479418931,1.006971754,0.814701528,0.743025482,0.469561827,-1.523095815,-1.04454387,-1.298902579,-1.221581697,-1.218849852,-0.006714251,0.178824461,0.289955282,0.603993435,-1.210005498
CUST_11693_PI428634872,-3.696354329,-3.801123801,-3.665632953,-3.764638476,-4.485988991,-4.05185799,-4.151345294,-3.991424338,-3.871540882,-3.389443756,-3.858854732,-3.674151453,-3.785752446,-3.651970497,-3.542886217,-3.465625303,-3.306945228,-3.35750763
CUST_11694_PI428634872,-0.281815801,0.409786964,-0.443225745,-0.50977135,-0.597587101,-0.257094962,-0.049425837,-0.045091957,-0.711219404,-0.577611488,-1.27916074,-1.072912255,-0.968924954,-0.119737098,-0.818390823,-0.410580199,-0.527849074,-0.652611783
CUST_11695_PI428634872,-6.488021537,-4.665814611,-5.671703165,-6.665844151,-6.571947741,-6.081885207,-6.944042036,-6.982030681,-6.927531132,-6.421062474,-7.061942865,-6.963329579,-6.70402528,-7.897178174,-7.683058987,,-5.711216747,-6.286939689
CUST_11696_PI428634872,-5.808784777,-6.197500379,-5.851701708,-5.806875203,-6.335640349,-5.958929966,-5.200388438,-5.643231959,-6.361738764,-7.169413602,-6.557623207,-7.054873241,-6.585785244,-5.635822353,-5.198634158,-5.463137398,-5.649052848,-6.398186376
CUST_11697_PI428634872,-0.501107708,-0.749255723,-0.541387749,-0.630655195,-0.693749113,-0.779143713,-0.946751812,-0.830852082,-0.858108574,-0.982349718,-0.758670078,-0.77100278,-0.67783955,-0.367828068,-0.363848368,-0.261494007,-0.538633286,-0.95889125
CUST_11698_PI428634872,2.030240386,1.748677284,1.847445497,1.675755264,1.731318756,2.535931762,2.395202406,2.24429808,1.961916474,1.774717755,1.861686371,1.6030399,1.648841819,2.406382773,2.509832755,2.386397511,2.618799512,1.847650615
CUST_11699_PI428634872,-2.157133376,-2.042353995,-1.591202527,-1.722186283,-1.966232813,-1.636923137,-1.724732225,-1.694396403,-1.726461716,-1.575341178,-1.558509884,-1.711019995,-1.625700821,-1.768472276,-1.859840116,-1.711473927,-1.732058461,-1.68551152
CUST_1169_PI428634872,-2.532366053,-2.738930903,-2.489469925,-2.630561681,-2.482560616,-2.711767275,-2.662265281,-2.752428347,-2.542252611,-2.617018506,-2.239081453,-2.272480525,-2.245814855,-2.89513425,-3.157783942,-2.947239952,-2.543380746,-2.455772211
CUST_116_PI428634872,-3.399195453,-4.180498528,-4.376163634,-4.200483991,-3.452482246,-3.890586067,-3.286850491,-3.595742628,-2.73136795,-3.364120756,-2.836578159,-3.057948529,-3.395948857,-4.080197749,-3.791323852,-4.06009467,-3.949775061,-3.117468496
CUST_11700_PI428634872,-0.179810494,1.072875724,-0.341795993,-1.337677443,-0.334635104,-0.79943559,-0.671260916,-1.873668265,-0.92637026,-1.006676145,-1.590712231,-0.830686842,-0.783030358,-2.610553446,-3.20149494,-2.251589777,-1.226347522,-0.722791775
CUST_11702_PI428634872,-2.367756299,-2.302093637,-2.102144696,-1.574949638,-2.121560119,-1.24757095,-1.068242376,-0.426288081,0.417848873,0.104119528,-0.747379681,-0.749558679,-0.452247501,-1.477068679,-2.005556794,-1.270279726,-2.583404242,-0.420545365
CUST_11704_PI428634872,-1.43357102,-1.527426376,-1.395295401,-0.973060376,-1.495193434,-0.876043646,-0.974356304,-0.49917753,-0.684298471,-0.689315957,-0.823314138,-0.994527232,-1.027920192,-0.471116557,-0.498393692,-0.442689394,-0.876730367,-1.176653707
CUST_11705_PI428634872,-4.475911685,-3.36144118,-3.833684744,-3.30978679,-4.209608376,-3.521421877,-3.789382352,-3.105887282,-2.645543764,-2.556978611,-3.124409698,-3.108927732,-3.082572091,-2.807256747,-3.352592303,-3.025743611,-3.91259225,-3.286128407
CUST_11706_PI428634872,-1.777457346,-1.401360304,-1.086384276,-1.103350429,-1.556614085,-0.62322072,-0.557939291,-0.410709383,0.03739075,0.243340875,0.014873099,-0.021739354,0.103902439,-0.633791356,-0.754692123,-0.633741795,-1.156686799,-0.066536894
CUST_11707_PI428634872,-2.573167335,-2.359618454,-2.042877447,-1.687832005,-2.392540904,-1.246837527,-1.269456517,-0.887870106,-0.429542083,-0.303980043,-0.552781381,-0.682415291,-0.591588018,-0.994495662,-1.17498369,-0.991166605,-2.03550428,-0.697892728
CUST_11708_PI428634872,-1.359999686,-0.91534923,-0.906525559,-1.074398957,-1.463546194,-1.181187753,-1.468886962,-0.995823739,-0.907185701,-1.115261849,-1.579975439,-1.528263826,-1.402575603,-0.535421902,-0.754721575,-0.579948065,-1.222426201,-1.369474826
CUST_11709_PI428634872,-4.45339905,-4.155733361,-6.404936999,-2.207947868,-5.405607778,-6.671997012,-1.665296624,-5.965754208,-1.84125947,-0.693257567,0.089227792,0.415414397,0.375710575,-5.711704301,-5.84030735,-5.951988804,-4.809354927,-0.471228407
CUST_11710_PI428634872,-5.4716467,-6.444352769,-7.169858129,-6.593320476,-6.684671183,-5.157189688,-7.030771199,-6.219275751,-4.962605071,-5.31189688,-5.089594892,-5.315940975,-5.128114439,-6.827144858,-6.704496736,-6.790723713,-6.517735832,-4.606082761
CUST_11711_PI428634872,-7.10316647,-6.765690913,-6.189175287,-6.209143805,-6.651002519,-5.623773615,-5.755040575,-5.38697411,-4.130699456,-4.377677239,-4.068098829,-4.644728073,-4.4529988,-5.155555952,-5.342697517,-5.0949665,-6.28899143,-4.718387223
CUST_11712_PI428634872,-2.130541832,-2.548240038,-2.424937591,-2.303164979,-2.504942173,-2.473575545,-2.558424773,-2.828320107,-2.845864069,-2.672085615,-2.161390023,-2.32676638,-2.341998609,-2.653441719,-2.703292917,-2.599772158,-2.351631043,-2.479717765
CUST_11713_PI428634872,-0.060133257,-0.017390001,-0.052057138,0.014445906,-0.007760652,0.096820961,0.035881267,0.088500847,0.144416933,0.124182013,0.145403346,0.118514007,0.210347266,-0.159018988,-0.059584944,-0.107926304,0.077253387,0.0572995
CUST_11714_PI428634872,-0.277446422,-0.494354653,-0.579337728,-0.584116354,-0.287215439,-0.643668414,-0.687905471,-0.790948812,-0.694422662,-0.943862201,-0.309649807,-0.464345209,-0.409814613,-0.892683545,-0.545986614,-0.74221446,-0.321413456,-0.428039924
CUST_11715_PI428634872,1.182868224,1.689364138,1.200624867,0.884843764,1.306426676,3.066836988,3.662320713,3.818607365,4.279308157,3.612630198,3.027889466,3.750132414,3.722578905,1.789763625,1.164133184,3.121801875,1.210462111,4.54080444
CUST_11716_PI428634872,2.715787394,2.643817918,2.540637957,2.564856992,2.717155856,2.862245816,3.016319398,3.008720127,1.991637901,2.058122707,2.104969269,2.036801491,2.018990021,2.805897201,3.176080896,2.900339404,2.764844552,2.057634426
CUST_11717_PI428634872,-0.96655404,-0.845397198,-0.959238045,-1.066832119,-1.070499089,-1.303128977,-1.195902451,-1.434371657,-1.326679473,-1.360179579,-1.265836356,-1.354317796,-1.41293581,-1.576349267,-1.457832127,-1.477590332,-1.172813676,-1.210706478
CUST_11718_PI428634872,-5.868710208,-5.953640966,-6.57325407,-5.259191355,-6.402137558,-5.62267804,-5.660725285,-5.158796195,-4.945820865,-5.26465288,-5.194160176,-5.718503518,-5.800109852,-5.491452325,-6.213116505,-5.893179277,-5.991625978,-5.307858295
CUST_11719_PI428634872,-1.8954306,-1.918858851,-1.915595857,-1.77245234,-1.803247639,-2.213997148,-2.145316707,-2.204836576,-2.359397967,-1.875275192,-1.699465264,-1.462729123,-1.481850539,-2.309862113,-2.187066538,-2.120279544,-2.261330432,-1.850864824
CUST_11720_PI428634872,0.198853594,0.694589747,0.202270929,0.323067631,0.379348512,0.399867979,0.4457528,0.494843942,0.092243903,0.42288258,0.312487254,0.286624924,0.301551504,0.341292528,0.2685084,0.381858769,0.256684148,0.527823949
CUST_11721_PI428634872,-0.819846487,-0.926235046,-0.898234036,-0.461426401,-1.050230427,-0.56813391,-0.942701386,-0.527011321,-0.773106504,-0.529783564,-0.584526973,-0.604991209,-0.669283459,-0.625323332,-0.496573265,-0.524212107,-0.583930057,-0.57864902
CUST_11722_PI428634872,-3.287627093,-3.426501968,-2.42102442,-1.924184652,-3.140684131,-2.325603756,-2.846370972,-2.037074243,-1.945794052,-1.600179795,-1.885680419,-1.904381729,-1.697165935,-2.067630136,-2.640259059,-2.147260634,-3.178938813,-2.251277651
CUST_11723_PI428634872,-0.860075079,-0.902194125,-0.838717843,-0.66542113,-0.681068272,-0.814831931,-1.02239565,-1.044734014,-1.277786779,-1.11259328,-1.233411585,-1.262698984,-1.191333283,-0.78269099,-0.61124064,-0.620808976,-0.549181528,-0.850130921
CUST_11724_PI428634872,-0.29604496,-0.570961367,-0.456902505,-0.498517226,-0.461495554,-0.571126254,-0.28351046,-0.529677953,-0.495451793,-0.493613659,-0.315665385,0.241646007,-0.072819103,-0.32968381,-0.350004344,-0.340605518,-0.33154868,0.123639618
CUST_11725_PI428634872,-4.956498514,-5.623034797,-5.877951788,-4.897089911,-4.909033403,-5.52240737,-4.759631093,-5.82878665,-5.676343224,-6.45726309,-5.972376184,-6.128576013,-6.520825437,-5.736555454,-5.767011553,-5.935299689,-6.018261225,-5.710575312
CUST_11726_PI428634872,3.599306089,3.291841745,3.3572056,3.211701933,3.507046215,3.1947786,3.525429206,3.293857838,2.695025931,2.416919469,2.478559847,2.474832284,2.374098778,2.82602478,2.865987324,2.856524285,3.253043834,2.520776451
CUST_11727_PI428634872,4.157406607,3.532206251,4.094414562,3.894935498,4.079132545,3.468638165,3.734380494,3.455651104,2.583156377,3.079827198,3.299238099,3.287192145,3.330256695,3.437899551,3.263842658,3.424751297,3.912192486,3.089708608
CUST_11728_PI428634872,1.359740754,1.218088201,1.462671545,1.381935687,1.309312692,1.457025751,1.203950319,1.452599813,0.96758188,0.899702191,0.981423773,0.935955917,1.027285785,1.29869582,1.570847272,1.459868128,1.406088924,1.002701049
CUST_1172_PI428634872,0.213306205,0.277846731,0.693117967,0.443501883,0.503753293,0.950640705,0.520861902,0.84314098,0.637621226,0.673113507,0.662696798,0.615145884,0.685338766,0.76632519,1.063212419,1.005819328,0.416387093,0.608820444
CUST_11730_PI428634872,0.259411475,0.169751304,0.531356835,0.517696473,0.414995259,0.650216765,0.720477274,0.572403539,0.517203894,0.556297823,0.302268509,0.114073861,0.204920956,0.201185962,0.07734883,0.137176046,0.424675954,0.410200061
CUST_11731_PI428634872,-0.062531847,-0.500862481,-0.344678878,-0.380399044,-0.376631061,-0.514199605,-0.446793732,-0.541652416,-0.412871951,-0.587397675,-0.297510183,-0.39490546,-0.31844726,-0.373577077,-0.405486297,-0.371249691,-0.339188532,-0.355000593
CUST_11732_PI428634872,-1.185883194,-1.560632484,-1.239418859,-1.043460575,-1.245606169,-0.681306535,-0.705303839,-0.890045585,-0.595759019,-0.877907639,-0.801941021,-0.993329457,-0.959588074,-1.139166646,-0.81469294,-0.938201114,-0.609050266,-0.36497263
CUST_11733_PI428634872,-1.46048376,-1.988686471,-1.604719225,-1.489398672,-1.375155499,-1.242687644,-1.162548725,-0.963045375,-1.576813926,-1.296656298,-1.519890993,-1.461280925,-1.627988302,-1.524447172,-1.977349237,-1.759059881,-1.772445546,-1.550613903
CUST_11734_PI428634872,-2.313866135,-1.9512743,-2.045222393,-1.811899656,-2.225775542,-2.280119092,-2.38946254,-2.261984516,-1.849268675,-1.94448106,-1.998055849,-1.982863771,-1.820325246,-1.920765365,-1.971707108,-1.823792768,-1.904118276,-1.793298157
CUST_11735_PI428634872,-0.923858669,-0.728158709,-1.013685573,-1.181955682,-1.106491157,-0.988087127,-0.992372252,-1.047474808,-1.173085732,-1.268799618,-1.311191786,-1.386408704,-1.397999213,-1.212501079,-1.117162776,-1.25656392,-0.976353474,-0.992166521
CUST_11736_PI428634872,-0.346441596,-0.421214031,-0.352993912,-0.282314327,-0.513991786,-0.569975183,-0.365855552,-0.610728615,-0.39810128,0.033974693,0.208276673,0.03807568,-0.040468136,-0.430933973,-0.368779276,-0.389273237,-0.156003873,-0.144557322
CUST_11737_PI428634872,-0.386529889,-0.314617208,-0.318446461,-0.066522871,-0.22052138,-0.755166915,-0.750307313,-0.881584836,-0.886082247,-0.670389494,-0.969588663,-1.026095397,-0.980548127,-0.161316346,-0.036767604,-0.130272816,-0.10245416,-0.395059772
CUST_11738_PI428634872,-0.775374471,-0.917740524,-1.139481825,-1.206123037,-1.001304668,-0.582399521,-0.432042586,-0.381066595,-0.500486053,-0.476376915,-0.190072759,-0.138677425,0.002566644,-0.856389362,-1.039155831,-0.877895815,-1.128128649,-0.207878742
CUST_11739_PI428634872,-5.81970003,-4.687466606,-4.29923511,-4.031107988,-4.423447088,-2.081024508,-1.632926206,-1.409038704,-4.104567398,-3.728019188,-4.414047635,-4.399371345,-4.427028602,-2.472962777,-2.046161663,-2.042149559,-2.668634127,-4.434428465
CUST_1173_PI428634872,0.085423105,-0.925734682,-0.271812251,-0.027873445,-0.705909889,0.437566812,0.15443842,0.481889436,-1.139165014,-0.400310982,-0.79923348,-0.694202273,-0.956397886,0.057432356,-0.886056213,-0.265756463,0.190410113,0.295373786
CUST_11740_PI428634872,-5.068398156,-4.699203568,-3.96737512,-3.996452372,-3.841753439,-1.70089263,-1.108201792,-1.288268205,-3.750686967,-3.672220982,-3.772926805,-3.855332067,-4.17066,-2.357635578,-1.81874899,-1.990051472,-2.39591892,-3.780156724
CUST_11741_PI428634872,0.807492628,0.177328774,0.466977614,0.264778006,0.707569742,0.805848666,0.801015133,0.636863666,0.45996479,0.503160058,0.659110407,0.731166992,0.654982981,0.385601701,0.556497251,0.416887169,0.739332571,0.552934363
CUST_11742_PI428634872,-1.567963835,-2.619888537,-1.88537949,-1.49620179,-1.279564071,-1.489012798,-1.64271186,-2.023655047,0.586778389,0.605597605,1.275122128,1.188173594,1.137184039,-2.28188995,-2.448657294,-2.417218772,-1.881615174,0.751391503
CUST_11743_PI428634872,-2.125103269,-1.945423209,-2.280102609,-1.503633439,-2.196043703,-1.595762242,-1.816372256,-2.032323037,-1.248076382,-1.552174883,-1.480212155,-1.481195446,-1.3850668,-1.662806274,-1.49367635,-1.683462219,-1.768865628,-1.03107422
CUST_11744_PI428634872,-0.293672217,-0.41600401,0.211632712,0.004910094,-0.18822277,-0.104894277,-0.022267906,0.063997713,-0.081727659,-0.068157816,-0.48686314,-0.531744223,-0.466010384,-0.008854727,-0.029019617,-0.00869891,-0.290728177,-0.304651628
CUST_11745_PI428634872,-1.334097007,-1.512130053,-0.820822335,-0.701436375,-0.990398767,-0.542366667,-0.708946517,-0.809416909,-0.183412589,-0.351974771,-0.39662822,-0.370397748,-0.342317424,-0.676309472,-0.840575207,-0.761292873,-0.613835447,-0.572839754
CUST_11746_PI428634872,-1.711589358,-2.374780591,-2.227161327,-2.019684614,-2.048509705,-2.88466223,-2.811918683,-2.977649524,-2.566212585,-2.226937614,-2.20393428,-2.3645705,-2.359434973,-2.358589041,-2.331542266,-2.19135805,-1.861938284,-2.036007701
CUST_11747_PI428634872,-1.391684148,-0.565233529,-1.112787257,-1.138637572,-1.263009938,-1.164482002,-1.071902571,-1.138872113,-0.946888312,-0.84406173,-0.806245782,-0.754127268,-0.734551663,-1.076812017,-1.15654094,-1.071929506,-1.231879694,-0.690334448
CUST_11748_PI428634872,-3.97278544,-4.612606405,-3.050135978,-3.90736455,-3.017694177,-5.576082917,-4.233980556,-5.866149009,-2.120420756,-2.477049221,-2.953396483,-3.064021471,-3.350955404,-2.951198418,-2.882685421,-2.840420564,-5.934184267,-3.155950666
CUST_11749_PI428634872,-1.763350287,-1.526088723,-1.084184624,-1.428602682,-1.602205165,-1.913257638,-2.060118468,-2.43704411,-1.907087387,-1.761156106,-1.216771697,-1.190343849,-1.278371931,-2.109894002,-2.136535893,-1.975714339,-1.760206317,-1.852127919
CUST_1174_PI428634872,-3.936190147,-3.466614164,-3.660674523,-3.746496641,-4.46227691,-3.442748898,-3.624981945,-3.325512942,-2.664235253,-2.606622616,-3.162550061,-3.150032211,-3.074037056,-3.026519407,-3.489047379,-2.944355248,-3.698107256,-3.013321992
CUST_11750_PI428634872,-3.193712763,-3.24575859,-3.099689791,-3.438937799,-2.911490587,-3.203614697,-3.055004767,-3.394159207,-3.576140892,-3.437956877,-3.237298891,-3.395771775,-3.288279026,-3.786225312,-3.388943784,-3.448942504,-3.04112114,-3.103551538
CUST_11752_PI428634872,-1.147455187,-1.288830997,-1.371075003,-1.267047869,-1.175667629,-1.055792522,-1.096604991,-1.338756572,-1.269465211,-0.914713778,-0.888041382,-0.937882971,-0.910067301,-1.728820507,-1.455884829,-1.46673234,-1.118113796,-0.727923111
CUST_11754_PI428634872,-0.064605126,0.318085339,-0.004270683,-0.134636369,-0.119594159,-1.188185239,-1.421259091,-1.178002247,-0.028406693,-0.717376092,0.080123679,0.062900304,0.232284688,-0.561663892,-0.620978758,-0.458082191,-0.640796083,-0.948020649
CUST_11755_PI428634872,1.423372896,3.191988442,1.381473034,1.573828183,0.960593848,1.991610438,1.678626553,2.095885602,0.523169471,1.276354243,0.891789094,1.176761471,1.309580174,0.641426007,0.326472505,0.902784639,1.227686333,1.477274144
